region,age,all,respondents,kadry_vysshej_kvalifikacii,vysshee,magistratura,specialitet,bakalavriat,nepolnoe_vysshee,srednee_professionalnoe,specialist_srednego_zvena,kvalificirovannyj_rabochij,srednee,osnovnoe,nachalnoe,doshkolnoe,ne_imejushhie_obrazovanija,iz_nih_negramotnye,ne_ukazavshie_uroven_obrazovanija
Тюменская область,30-34 ,137489,106911,1774,42360,3018,29314,10028,3330,39921,26268,13653,12982,5531,709,-,304,125,30578
Тюменская область,35-39 ,149710,116622,2573,45858,2923,33687,9248,2913,42773,28262,14511,14299,6814,1038,-,354,142,33088
Тюменская область,40-44 ,119890,95394,2060,33210,2413,24334,6463,1955,37103,24257,12846,13510,6546,728,-,282,99,24496
Тюменская область,45-49 ,102804,83363,1632,24586,1648,18410,4528,1448,36645,24113,12532,12613,5683,522,-,234,73,19441
Тюменская область,50-54 ,87375,71092,1293,18008,1255,14021,2732,1079,35148,23374,11774,10784,4265,352,-,163,48,16283
Тюменская область,55-59 ,99423,81526,1462,17087,1110,13757,2220,1023,42706,28627,14079,13645,5028,389,-,186,58,17897
Тюменская область,60-64 ,113827,94235,1564,17363,998,14117,2248,982,49638,34222,15416,16809,6896,828,-,155,39,19592
Тюменская область,65-69 ,96235,79910,1472,13805,659,11225,1921,763,40196,28224,11972,14244,8180,1130,-,120,23,16325
Тюменская область,70 и более,134488,109289,2131,17565,795,14359,2411,962,43039,30555,12484,18771,17067,9411,-,343,85,25199
Челябинская область,6-9,159834,131485,-,-,-,-,-,-,-,-,-,-,-,-,101047,30438,227,28349
Челябинская область,10-14,194168,162115,-,-,-,-,-,-,-,-,-,-,-,127406,32744,1965,114,32053
Челябинская область,15-17,101322,84363,-,-,-,-,-,-,-,-,-,17942,50489,15411,3,518,65,16959
Челябинская область,18-19 ,65505,53411,-,-,-,-,-,-,10104,6460,3644,31581,11188,399,-,139,60,12094
Челябинская область,20-24 ,170475,125793,18,19006,1140,3793,14073,4406,53013,34970,18043,39283,9207,570,-,290,132,44682
Челябинская область,25-29 ,178755,136258,1116,46513,5755,19110,21648,6139,57836,38377,19459,17216,6589,525,-,324,137,42497
Челябинская область,30-34 ,281016,215079,2533,75108,4344,49861,20903,7770,91699,59294,32405,26189,10262,1095,-,423,206,65937
Челябинская область,35-39 ,302946,233822,3491,81636,4626,57554,19456,7667,98691,63429,35262,29200,11667,1023,-,447,196,69124
Челябинская область,40-44 ,273539,212771,2997,67298,3946,48461,14891,5758,96172,61320,34852,28229,11139,836,-,342,150,60768
Челябинская область,45-49 ,245532,196104,2623,54855,3220,40445,11190,4406,96502,61762,34740,27203,9660,582,-,273,125,49428
Челябинская область,50-54 ,212225,170959,2173,41457,2467,32278,6712,3377,92277,58825,33452,23720,7351,391,-,213,85,41266
Челябинская область,55-59 ,219152,181910,2376,37311,2183,30084,5044,2950,101562,65257,36305,28870,8185,463,-,193,82,37242
Челябинская область,60-64 ,250529,213620,2478,36653,1998,29881,4774,2678,118667,77037,41630,40128,11549,1287,-,180,76,36909
Челябинская область,65-69 ,227018,193094,2241,29777,1337,24313,4127,2069,102889,68463,34426,39951,14271,1751,-,145,64,33924
Челябинская область,70 и более,372170,314180,3855,45570,1712,38049,5809,2731,129093,87371,41722,65855,45727,20706,-,643,131,57990
Сибирский федеральный округ,6-9,871508,730840,-,-,-,-,-,-,-,-,-,-,-,-,569581,161259,2170,140668
Сибирский федеральный округ,10-14,1026838,895777,-,-,-,-,-,-,-,-,-,-,-,720278,163665,11834,574,131061
Сибирский федеральный округ,15-17,547188,473722,-,-,-,-,-,-,3,-,3,85317,295912,89063,17,3410,396,73466
Сибирский федеральный округ,18-19 ,368103,308895,-,-,-,-,-,-,43994,29525,14469,191352,70097,2479,-,973,408,59208
Сибирский федеральный округ,20-24 ,836677,651940,147,97107,6022,18888,72197,20576,241170,164059,77111,227059,59689,3691,-,2501,1277,184737
Сибирский федеральный округ,25-29 ,861323,685238,6716,227565,30164,94732,102669,29601,265469,179234,86235,104265,44682,3814,1,3125,1480,176085
Сибирский федеральный округ,30-34 ,1348895,1063170,15393,361346,23404,246890,91052,36162,413249,273090,140159,156024,69104,7502,1,4389,2001,285725
Сибирский федеральный округ,35-39 ,1504455,1195270,20055,405023,22901,293752,88370,35239,463616,306372,157244,176388,81267,9238,1,4443,1924,309185
Сибирский федеральный округ,40-44 ,1334151,1077484,18318,332665,19607,245284,67774,26612,437994,286447,151547,170684,79971,7427,1,3812,1601,256667
Сибирский федеральный округ,45-49 ,1182224,972159,16008,265874,16021,198867,50986,20427,432961,284643,148318,161287,67197,5444,1,2960,1307,210065
Сибирский федеральный округ,50-54 ,985740,814920,13015,197141,11778,154326,31037,16341,403422,266350,137072,132212,47055,3607,-,2127,951,170820
Сибирский федеральный округ,55-59 ,1043221,881474,14083,185499,10701,149215,25583,14432,448670,300233,148437,160661,52310,3851,-,1968,858,161747
Сибирский федеральный округ,60-64 ,1229490,1067386,16206,189883,9060,154897,25926,13949,543069,369270,173799,218407,75504,8362,1,2005,868,162104
Сибирский федеральный округ,65-69 ,1048271,910783,14348,153126,5936,125821,21369,10558,446473,309696,136777,186669,86556,11518,1,1534,656,137488
Сибирский федеральный округ,70 и более,1597832,1374256,23145,219047,7380,180707,30960,13495,525724,370033,155691,261890,215436,110622,15,4882,1344,223576
Республика Алтай,6-9,15894,14245,-,-,-,-,-,-,-,-,-,-,-,-,11572,2673,32,1649
Республика Алтай,10-14,19444,18307,-,-,-,-,-,-,-,-,-,-,-,14464,3668,175,6,1137
Республика Алтай,15-17,9502,8908,-,-,-,-,-,-,-,-,-,1303,6137,1423,1,44,7,594
Республика Алтай,18-19 ,4718,4406,-,-,-,-,-,-,657,446,211,2076,1659,7,-,7,1,312
Республика Алтай,20-24 ,9369,8603,-,1343,104,255,984,110,3885,2808,1077,2284,946,21,-,14,11,766
Республика Алтай,25-29 ,10546,9749,43,3357,456,1355,1546,161,4004,2865,1139,1491,644,28,-,21,13,797
Республика Алтай,30-34 ,16632,15272,118,5605,310,4080,1215,234,5812,4032,1780,2270,1111,80,-,42,24,1360
Республика Алтай,35-39 ,17875,16375,158,5965,294,4627,1044,235,6002,4141,1861,2574,1276,117,-,48,25,1500
Республика Алтай,40-44 ,15368,14128,159,4689,263,3763,663,189,5232,3586,1646,2533,1196,92,-,38,13,1240
Республика Алтай,45-49 ,13933,12900,143,3583,170,2967,446,144,5403,3705,1698,2454,1078,66,-,29,12,1033
Республика Алтай,50-54 ,11246,10578,95,2516,102,2171,243,116,5170,3568,1602,1896,695,72,-,18,8,668
Республика Алтай,55-59 ,11735,11103,115,2356,91,2096,169,108,5673,3973,1700,2034,759,47,-,11,4,632
Республика Алтай,60-64 ,13554,12872,115,2411,62,2234,115,115,6645,4609,2036,2413,1043,117,-,13,10,682
Республика Алтай,65-69 ,10645,10131,103,1984,26,1844,114,84,4950,3478,1472,1813,1035,145,-,17,7,514
Республика Алтай,70 и более,12674,11959,104,2347,36,2217,94,98,4629,3323,1306,1736,1640,1322,-,83,19,715
Республика Тыва,6-9,30011,27984,-,-,-,-,-,-,-,-,-,-,-,-,22831,5153,47,2027
Республика Тыва,10-14,36354,34928,-,-,-,-,-,-,-,-,-,-,-,27373,7414,141,18,1426
Республика Тыва,15-17,15376,14509,-,-,-,-,-,-,-,-,-,2696,9872,1901,1,39,8,867
Республика Тыва,18-19 ,8120,7573,-,-,-,-,-,-,1409,1132,277,4313,1827,5,-,19,2,547
Республика Тыва,20-24 ,18941,17675,-,2256,93,488,1675,513,6495,5288,1207,6400,1961,4,-,46,21,1266
Республика Тыва,25-29 ,24265,23284,101,8405,651,3198,4556,839,8304,6480,1824,4138,1433,7,-,57,21,981
Республика Тыва,30-34 ,30002,28770,242,9648,499,6141,3008,581,11164,8403,2761,5226,1825,11,-,73,32,1232
Республика Тыва,35-39 ,26971,25732,258,7660,386,5162,2112,456,10230,7724,2506,5256,1802,13,-,57,26,1239
Республика Тыва,40-44 ,22198,20882,243,5576,298,3996,1282,256,8514,6442,2072,4548,1672,7,-,66,24,1316
Республика Тыва,45-49 ,20262,18915,228,4378,237,3171,970,199,7826,5949,1877,4564,1670,11,-,39,10,1347
Республика Тыва,50-54 ,18201,17519,187,3538,159,2670,709,197,7992,6083,1909,4033,1507,12,-,53,14,682
Республика Тыва,55-59 ,16208,15158,198,2958,112,2365,481,128,7129,5515,1614,3320,1362,16,-,47,16,1050
Республика Тыва,60-64 ,12731,12054,135,2114,91,1680,343,89,5660,4377,1283,2715,1160,150,-,31,10,677
Республика Тыва,65-69 ,7744,7414,103,1185,46,959,180,56,3369,2597,772,1691,832,153,-,25,6,330
Республика Тыва,70 и более,10775,10290,136,1683,51,1377,255,83,3744,2917,827,2210,1553,827,-,54,13,485
Республика Хакасия,6-9,32791,25336,-,-,-,-,-,-,-,-,-,-,-,-,19907,5429,72,7455
Республика Хакасия,10-14,37773,30738,-,-,-,-,-,-,-,-,-,-,-,24216,6148,374,5,7035
Республика Хакасия,15-17,18485,15162,-,-,-,-,-,-,-,-,-,2681,9992,2381,1,107,9,3323
Республика Хакасия,18-19 ,10612,8276,-,-,-,-,-,-,1404,858,546,4592,2246,2,-,32,15,2336
Республика Хакасия,20-24 ,23550,17915,37,2029,132,385,1512,417,7849,5175,2674,5751,1762,15,-,55,37,5635
Республика Хакасия,25-29 ,26889,20384,223,5657,729,2289,2639,698,8867,5752,3115,3427,1404,14,-,94,62,6505
Республика Хакасия,30-34 ,43458,32745,457,9858,614,6478,2766,800,13810,8779,5031,5392,2255,38,-,135,73,10713
Республика Хакасия,35-39 ,47970,36353,501,11402,605,8033,2764,882,14818,9465,5353,6082,2490,43,-,135,61,11617
Республика Хакасия,40-44 ,42478,32842,556,9355,510,6704,2141,615,13479,8594,4885,6204,2512,31,-,90,38,9636
Республика Хакасия,45-49 ,37724,29563,463,7628,425,5627,1576,510,13015,8435,4580,5719,2127,29,-,72,38,8161
Республика Хакасия,50-54 ,29765,23551,344,5527,265,4271,991,414,11332,7434,3898,4436,1414,27,-,57,32,6214
Республика Хакасия,55-59 ,31549,25816,390,5380,253,4241,886,394,12914,8649,4265,5126,1510,34,-,68,28,5733
Республика Хакасия,60-64 ,37115,31852,478,5654,183,4501,970,365,15978,10911,5067,6933,2107,267,-,70,42,5263
Республика Хакасия,65-69 ,33099,28493,462,4713,135,3801,777,332,13885,9699,4186,6099,2599,365,-,38,23,4606
Республика Хакасия,70 и более,45544,38656,651,5786,137,4579,1070,368,14717,10347,4370,7394,6193,3398,-,149,52,6888
Алтайский край,6-9,114036,98812,-,-,-,-,-,-,-,-,-,-,-,-,78057,20755,354,15224
Алтайский край,10-14,132574,119509,-,-,-,-,-,-,-,-,-,-,-,93906,24289,1314,125,13065
Алтайский край,15-17,69140,62069,-,-,-,-,-,-,-,-,-,10874,37106,13681,1,407,93,7071
Алтайский край,18-19 ,42396,36411,-,-,-,-,-,-,5825,3976,1849,21551,8436,463,-,136,81,5985
Алтайский край,20-24 ,93369,74377,-,10816,620,2265,7931,2447,30461,21203,9258,23396,6279,652,-,326,184,18992
Алтайский край,25-29 ,92826,76584,694,24264,3022,10440,10802,2861,30951,21953,8998,11925,4889,664,-,336,179,16242
Алтайский край,30-34 ,154071,126532,1907,39332,2418,27784,9130,3564,51389,35827,15562,19672,8577,1582,-,509,247,27539
Алтайский край,35-39 ,179374,149517,2660,44777,2370,33388,9019,3264,60911,42296,18615,24016,11162,2144,-,583,295,29857
Алтайский край,40-44 ,165533,141020,2405,36411,2001,27532,6878,2456,60215,41090,19125,25197,12061,1813,-,462,238,24513
Алтайский край,45-49 ,153475,133164,2124,29015,1550,22405,5060,1979,63309,43208,20101,24778,10271,1323,-,365,179,20311
Алтайский край,50-54 ,125904,110350,1762,21451,1112,17258,3081,1613,58344,40357,17987,19574,6566,802,-,238,116,15554
Алтайский край,55-59 ,138697,123575,1966,21570,1022,17716,2832,1438,65447,45710,19737,25005,7063,842,-,244,112,15122
Алтайский край,60-64 ,183375,166849,2475,24727,936,20608,3183,1513,86775,61467,25308,38107,11590,1423,-,239,117,16526
Алтайский край,65-69 ,155797,141136,2167,20242,579,16915,2748,1040,69957,50434,19523,31319,14271,1973,-,167,72,14661
Алтайский край,70 и более,234063,209841,3468,29237,743,24332,4162,1503,78233,57741,20492,39045,36287,21122,-,946,250,24222
Красноярский край,6-9,140432,117738,-,-,-,-,-,-,-,-,-,-,-,-,90299,27439,329,22694
Красноярский край,10-14,163770,144426,-,-,-,-,-,-,-,-,-,-,-,113981,28239,2206,66,19344
Красноярский край,15-17,90717,78105,-,-,-,-,-,-,-,-,-,12769,51104,13570,7,655,62,12612
Красноярский край,18-19 ,61730,50791,-,-,-,-,-,-,6966,4601,2365,32305,11151,216,-,153,67,10939
Красноярский край,20-24 ,151382,112909,1,15192,719,3090,11383,3918,41164,27514,13650,40972,10723,485,-,454,198,38473
Красноярский край,25-29 ,156375,122419,1055,40108,5192,16336,18580,5528,47259,31213,16046,19349,8027,506,-,587,267,33956
Красноярский край,30-34 ,242037,189759,2348,64050,4180,42111,17759,6858,74410,48386,26024,27887,12651,797,-,758,308,52278
Красноярский край,35-39 ,265964,209661,3182,71133,4093,49698,17342,6816,81896,53391,28505,30917,13980,964,-,773,303,56303
Красноярский край,40-44 ,239072,189912,2775,59131,3662,42070,13399,5612,77087,49543,27544,29860,13917,861,-,669,258,49160
Красноярский край,45-49 ,205727,167106,2388,47494,3070,34460,9964,4238,73099,47493,25606,27534,11218,638,-,497,221,38621
Красноярский край,50-54 ,172845,140421,1931,34920,2152,26471,6297,3331,67933,44029,23904,23294,8244,397,-,371,142,32424
Красноярский край,55-59 ,176274,147402,1990,32339,1901,25350,5088,2893,73015,48552,24463,27432,8969,440,-,324,144,28872
Красноярский край,60-64 ,197182,168970,2159,30601,1532,24254,4815,2726,84000,56898,27102,35397,12350,1440,-,297,140,28212
Красноярский край,65-69 ,169930,146822,1986,24369,1014,19556,3799,2103,70303,48135,22168,31239,14582,2026,1,213,98,23108
Красноярский край,70 и более,255602,220445,2704,33363,1080,27064,5219,2509,82698,57066,25632,44784,35639,18085,6,657,187,35157
Иркутская область,6-9,131017,108667,-,-,-,-,-,-,-,-,-,-,-,-,84792,23875,360,22350
Иркутская область,10-14,158484,136213,-,-,-,-,-,-,-,-,-,-,-,119928,14455,1830,99,22271
Иркутская область,15-17,80864,70007,-,-,-,-,-,-,3,-,3,12526,41088,15873,2,515,64,10857
Иркутская область,18-19 ,52890,44772,-,-,-,-,-,-,6199,4085,2114,27263,10202,913,-,195,78,8118
Иркутская область,20-24 ,119619,96843,30,14651,1037,3006,10608,2976,34786,22958,11828,32354,10344,1175,-,527,245,22776
Иркутская область,25-29 ,124393,102072,1053,31793,3804,14920,13069,4472,38292,25236,13056,16536,8167,1089,-,670,302,22321
Иркутская область,30-34 ,194082,159125,2539,51893,2919,37097,11877,5433,58503,37871,20632,25446,12380,2005,-,926,426,34957
Иркутская область,35-39 ,207856,167708,2963,55068,3200,40380,11488,5219,61796,39998,21798,26334,13262,2290,-,776,349,40148
Иркутская область,40-44 ,186214,150410,2629,46346,2649,34615,9082,3801,58584,37695,20889,24202,12548,1699,-,601,261,35804
Иркутская область,45-49 ,165516,135545,2266,36889,2190,27826,6873,3016,58724,38188,20536,22654,10249,1288,-,459,210,29971
Иркутская область,50-54 ,137954,114114,1813,27457,1545,21659,4253,2412,55040,36004,19036,18901,7333,842,-,316,169,23840
Иркутская область,55-59 ,142245,120013,1868,25109,1360,20292,3457,2197,59424,39534,19890,22198,8106,850,-,261,126,22232
Иркутская область,60-64 ,160224,137946,2240,25297,1185,20551,3561,2035,68291,45822,22469,27949,10695,1194,1,244,109,22278
Иркутская область,65-69 ,138692,119836,1941,20407,808,16712,2887,1633,57865,39393,18472,24071,12108,1606,-,205,87,18856
Иркутская область,70 и более,219668,185958,3448,30400,1076,24905,4419,2036,71844,49420,22424,36759,28506,12431,7,527,136,33710
Кемеровская область,6-9,126123,114705,-,-,-,-,-,-,-,-,-,-,-,-,88592,26113,346,11418
Кемеровская область,10-14,158493,145644,-,-,-,-,-,-,-,-,-,-,-,115905,27702,2037,126,12849
Кемеровская область,15-17,85234,77982,-,-,-,-,-,-,-,-,-,14695,50152,12521,1,613,72,7252
Кемеровская область,18-19 ,52855,47982,-,-,-,-,-,-,7965,5270,2695,27835,11949,70,-,163,59,4873
Кемеровская область,20-24 ,127452,110836,-,14761,843,2904,11014,3189,47451,31492,15959,35435,9426,176,-,398,214,16616
Кемеровская область,25-29 ,131273,116885,1006,35196,3717,15829,15650,4695,52733,34543,18190,15968,6630,204,-,453,193,14388
Кемеровская область,30-34 ,203724,182697,2416,57715,2839,41087,13789,6156,80954,51406,29548,24489,10036,330,-,601,263,21027
Кемеровская область,35-39 ,232924,209323,3265,66474,3208,49710,13556,6231,92562,58775,33787,27815,11913,432,-,631,267,23601
Кемеровская область,40-44 ,209473,188427,2811,54790,2660,41836,10294,4948,86899,54829,32070,26536,11464,349,-,630,256,21046
Кемеровская область,45-49 ,185638,168146,2551,43784,2064,34086,7634,3560,83225,52487,30738,24678,9617,259,-,472,209,17492
Кемеровская область,50-54 ,153826,139188,2026,31107,1656,25048,4403,2685,76404,48207,28197,19825,6589,189,-,363,156,14638
Кемеровская область,55-59 ,161875,147301,2024,27262,1386,22452,3424,2465,83313,52720,30593,24294,7459,185,-,299,129,14574
Кемеровская область,60-64 ,201864,187127,2319,28976,1179,24146,3651,2357,104660,67628,37032,35991,11484,1020,-,320,144,14737
Кемеровская область,65-69 ,173209,160824,2017,22841,725,19274,2842,1756,85801,57058,28743,33214,13452,1453,-,290,137,12385
Кемеровская область,70 и более,257513,238536,3018,30504,915,25835,3754,2109,96462,65139,31323,48590,39654,17580,-,619,196,18977
Новосибирская область,6-9,135182,99624,-,-,-,-,-,-,-,-,-,-,-,-,76996,22628,271,35558
Новосибирская область,10-14,152674,120798,-,-,-,-,-,-,-,-,-,-,-,94724,24080,1994,62,31876
Новосибирская область,15-17,85293,67699,-,-,-,-,-,-,-,-,-,12623,40674,13854,2,546,39,17594
Новосибирская область,18-19 ,67726,52383,-,-,-,-,-,-,6204,4142,2062,35090,10442,520,-,127,42,15343
Новосибирская область,20-24 ,145582,99881,1,17455,1092,2957,13406,3513,31284,21461,9823,38257,8326,742,-,303,155,45701
Новосибирская область,25-29 ,145568,99291,1105,38974,5403,14853,18718,5019,32218,22055,10163,14714,6222,687,-,352,165,46277
Новосибирская область,30-34 ,231136,154806,2538,61507,4345,40966,16196,6604,50668,33857,16811,21846,9588,1469,-,586,249,76330
Новосибирская область,35-39 ,261752,178595,3225,71494,4415,50114,16965,6424,58618,39052,19566,24661,11728,1806,-,639,252,83157
Новосибирская область,40-44 ,222538,159491,3058,58939,3958,41530,13451,4538,55708,37012,18696,23918,11388,1363,-,579,221,63047
Новосибирская область,45-49 ,196407,143554,2771,47281,3270,33563,10448,3477,56466,37487,18979,22541,9584,994,-,440,180,52853
Новосибирская область,50-54 ,161608,118185,2342,34722,2442,26227,6053,2777,52726,34993,17733,17946,6731,649,-,292,127,43423
Новосибирская область,55-59 ,171976,130205,2632,33038,2399,25739,4900,2283,60804,40921,19883,22712,7703,751,-,282,105,41771
Новосибирская область,60-64 ,200892,159216,3001,33621,2023,26542,5056,2203,75184,51672,23512,31768,11906,1196,-,337,94,41676
Новосибирская область,65-69 ,173811,137840,2692,27716,1343,22007,4366,1673,63525,44874,18651,26726,13571,1715,-,222,58,35971
Новосибирская область,70 и более,280489,218863,4713,42990,1801,34523,6666,2305,81344,58537,22807,38273,31945,16509,-,784,167,61626
Омская область,6-9,92484,82665,-,-,-,-,-,-,-,-,-,-,-,-,64694,17971,241,9819
Омская область,10-14,105270,95836,-,-,-,-,-,-,-,-,-,-,-,76905,17689,1242,54,9434
Омская область,15-17,58759,52314,-,-,-,-,-,-,-,-,-,10408,31859,9715,1,331,31,6445
Омская область,18-19 ,40157,35301,-,-,-,-,-,-,5417,3696,1721,21596,7905,279,-,104,43,4856
Омская область,20-24 ,83743,68684,5,11086,809,2283,7994,1983,25377,17912,7465,23500,6005,411,-,317,175,15059
Омская область,25-29 ,92840,75435,781,24934,3710,10066,11158,3025,29040,20273,8767,11376,5190,610,1,478,232,17405
Омская область,30-34 ,141936,113577,1744,38070,2415,25638,10017,3315,44807,30934,13873,16297,7524,1172,1,647,317,28359
Омская область,35-39 ,165882,133399,2409,44062,2209,32693,9160,3148,51834,35846,15988,20159,9726,1408,1,652,278,32483
Омская область,40-44 ,147249,119899,2160,35231,1897,26490,6844,2343,49499,33406,16093,19484,9422,1196,1,563,245,27350
Омская область,45-49 ,131063,108957,1804,28035,1524,21333,5178,1913,49234,33473,15761,18596,8040,825,1,509,216,22106
Омская область,50-54 ,113391,94624,1464,21802,1194,17477,3131,1644,47029,32170,14859,15975,5733,607,-,370,163,18767
Омская область,55-59 ,129620,110863,1758,22536,1141,18519,2876,1492,56357,38781,17576,20810,6855,679,-,376,171,18757
Омская область,60-64 ,149022,129903,2041,23361,1012,19534,2815,1523,65663,45847,19816,26557,9293,1070,-,395,167,19119
Омская область,65-69 ,120016,105367,1737,18650,708,15583,2359,1106,51281,36617,14664,21337,9664,1288,-,304,142,14649
Омская область,70 и более,185197,160793,2733,26747,840,22432,3475,1451,61054,44101,16953,30405,23979,13567,2,855,279,24404
Томская область,6-9,53538,41064,-,-,-,-,-,-,-,-,-,-,-,-,31841,9223,118,12474
Томская область,10-14,62002,49378,-,-,-,-,-,-,-,-,-,-,-,38876,9981,521,13,12624
Томская область,15-17,33818,26967,-,-,-,-,-,-,-,-,-,4742,17928,4144,-,153,11,6851
Томская область,18-19 ,26899,21000,-,-,-,-,-,-,1948,1319,629,14731,4280,4,-,37,20,5899
Томская область,20-24 ,63670,44217,73,7518,573,1255,5690,1510,12418,8248,4170,18710,3917,10,-,61,37,19453
Томская область,25-29 ,56348,39135,655,14877,3480,5446,5951,2303,13801,8864,4937,5341,2076,5,-,77,46,17213
Томская область,30-34 ,91817,59887,1084,23668,2865,15508,5295,2617,21732,13595,8137,7499,3157,18,-,112,62,31930
Томская область,35-39 ,97887,68607,1434,26988,2121,19947,4920,2564,24949,15684,9265,8574,3928,21,-,149,68,29280
Томская область,40-44 ,84028,60473,1522,22197,1709,16748,3740,1854,22777,14250,8527,8202,3791,16,-,114,47,23555
Томская область,45-49 ,72479,54309,1270,17787,1521,13429,2837,1391,22660,14218,8442,7769,3343,11,-,78,32,18170
Томская область,50-54 ,61000,46390,1051,14101,1151,11074,1876,1152,21452,13505,7947,6332,2243,10,-,49,24,14610
Томская область,55-59 ,63042,50038,1142,12951,1036,10445,1470,1034,24594,15878,8716,7730,2524,7,-,56,23,13004
Томская область,60-64 ,73531,60597,1243,13121,857,10847,1417,1023,30213,20039,10174,10577,3876,485,-,59,35,12934
Томская область,65-69 ,65328,52920,1140,11019,552,9170,1297,775,25537,17411,8126,9160,4442,794,-,53,26,12408
Томская область,70 и более,96307,78915,2170,15990,701,13443,1846,1033,30999,21442,9557,12694,10040,5781,-,208,45,17392
Дальневосточный федеральный округ,6-9,423483,352093,-,-,-,-,-,-,-,-,-,-,-,-,275223,76870,901,71390
Дальневосточный федеральный округ,10-14,496985,426515,-,-,-,-,-,-,-,-,-,-,-,338883,81601,6031,216,70470
Дальневосточный федеральный округ,15-17,274120,232043,-,-,-,-,-,-,11,-,11,41391,150209,38776,5,1651,134,42077
Дальневосточный федеральный округ,18-19 ,186467,154756,-,-,-,-,-,-,24854,16228,8626,90445,38250,828,7,372,130,31711
Дальневосточный федеральный округ,20-24 ,428428,340626,131,50735,2734,11915,36086,9882,126411,83857,42554,114951,36463,1127,6,920,415,87802
Дальневосточный федеральный округ,25-29 ,451508,358397,3862,120685,13115,53852,53718,13820,132908,88896,44012,60323,24550,1187,1,1061,461,93111
Дальневосточный федеральный округ,30-34 ,678287,536606,9297,187074,10519,128492,48063,16935,197546,129756,67790,85506,36477,2044,16,1711,716,141681
Дальневосточный федеральный округ,35-39 ,712855,565445,11074,195265,11216,139036,45013,15577,207047,134625,72422,91287,41125,2333,4,1733,770,147410
Дальневосточный федеральный округ,40-44 ,636316,510615,9919,160107,9760,115926,34421,12295,196362,127110,69252,87887,40690,1950,6,1399,554,125701
Дальневосточный федеральный округ,45-49 ,572194,464837,8578,130675,7640,96611,26424,9610,194075,126129,67946,83869,35338,1475,8,1209,429,107357
Дальневосточный федеральный округ,50-54 ,480515,390618,7196,98545,5740,76165,16640,7740,181834,119775,62059,68673,24904,911,5,810,304,89897
Дальневосточный федеральный округ,55-59 ,484319,398280,7332,90558,5167,71813,13578,6823,192293,128086,64207,74363,25253,898,5,755,273,86039
Дальневосточный федеральный округ,60-64 ,512041,432775,7883,85193,4370,68669,12154,6423,211478,143464,68014,86716,31191,3168,5,718,261,79266
Дальневосточный федеральный округ,65-69 ,449961,379164,6848,66909,2731,54275,9903,4966,181918,124678,57240,78443,35368,4063,4,645,202,70797
Дальневосточный федеральный округ,70 и более,666690,545639,9994,88225,3116,72195,12914,6241,219916,153196,66720,110923,78167,30414,21,1738,445,121051
Республика Бурятия,6-9,64912,59517,-,-,-,-,-,-,-,-,-,-,-,-,47789,11728,131,5395
Республика Бурятия,10-14,77096,72046,-,-,-,-,-,-,-,-,-,-,-,58397,12775,874,40,5050
Республика Бурятия,15-17,38707,36038,-,-,-,-,-,-,-,-,-,7292,23359,5165,1,221,17,2669
Республика Бурятия,18-19 ,22910,20771,-,-,-,-,-,-,3869,2610,1259,12029,4773,40,1,59,18,2139
Республика Бурятия,20-24 ,47864,43218,22,7550,614,1522,5414,1325,16896,11775,5121,13548,3694,63,2,118,56,4646
Республика Бурятия,25-29 ,50695,45428,478,16216,2143,7479,6594,2097,16242,11281,4961,7589,2575,89,-,142,74,5267
Республика Бурятия,30-34 ,83052,75035,1236,27367,1676,20170,5521,2630,26994,18774,8220,11929,4449,156,8,266,128,8017
Республика Бурятия,35-39 ,87032,79098,1408,28356,1736,21857,4763,2384,28578,19684,8894,12848,5201,40,2,281,148,7934
Республика Бурятия,40-44 ,73701,67450,1299,22091,1341,17487,3263,1633,25373,17459,7914,12078,4758,30,2,186,86,6251
Республика Бурятия,45-49 ,63101,58621,1143,16918,996,13635,2287,1236,24232,16697,7535,11092,3765,40,3,192,91,4480
Республика Бурятия,50-54 ,50818,47504,872,12541,690,10497,1354,966,21205,14898,6307,9141,2628,29,3,119,64,3314
Республика Бурятия,55-59 ,55971,52689,940,12737,662,10894,1181,930,24227,17107,7120,10649,3020,40,-,146,64,3282
Республика Бурятия,60-64 ,62941,59777,1040,12935,580,11210,1145,870,27355,19620,7735,12976,4076,412,2,111,49,3164
Республика Бурятия,65-69 ,49890,47370,778,9924,329,8682,913,661,21290,15625,5665,9872,4242,512,3,88,33,2520
Республика Бурятия,70 и более,70546,66477,1143,13225,275,12296,654,756,23920,17639,6281,12071,9082,5993,10,277,100,4069
Якутия,6-9,66526,55781,-,-,-,-,-,-,-,-,-,-,-,-,43604,12177,145,10745
Якутия,10-14,78007,66438,-,-,-,-,-,-,-,-,-,-,-,52597,13133,708,24,11569
Якутия,15-17,40165,34666,-,-,-,-,-,-,3,-,3,5475,24355,4617,-,216,14,5499
Якутия,18-19 ,26327,22690,-,-,-,-,-,-,3602,2721,881,15171,3852,24,-,41,20,3637
Якутия,20-24 ,63372,53235,94,7579,468,1568,5543,1129,20705,15412,5293,19932,3632,39,-,125,55,10137
Якутия,25-29 ,71090,58564,675,21483,2650,9042,9791,2138,22933,16833,6100,9264,1891,60,-,120,59,12526
Якутия,30-34 ,87860,71199,1338,27497,1578,19717,6202,2123,26976,19389,7587,10762,2293,63,-,147,64,16661
